,X,Y,Z
94,5545296.906,7421873.987000001,171.9281235048
95,5545295.788,7421874.3889999995,171.87042072399998
96,5545294.791,7421874.931,171.7599206096
97,5545293.732000001,7421875.512999999,171.58428182880002
98,5545292.766,7421876.056,171.4275381336
99,5545291.768999999,7421876.658,171.1230818288
100,5545290.802,7421877.241,170.8976332192
101,5545289.835,7421877.884,170.475461524
102,5545288.807,7421878.466,170.3182692192
103,5545287.9,7421879.188999999,169.9993206096
104,5545286.84,7421879.811000001,169.6650972192
105,5545285.933999999,7421880.5139999995,169.2124846096
106,5545284.965,7421881.276000001,168.883761524
107,5545284.027000001,7421881.999,168.73129999999998
108,5545283.058999999,7421882.741,168.662253524
109,5545282.122,7421883.384,168.5887049144
110,5545281.186000001,7421884.027000001,168.5803563048
111,5545280.158,7421884.589,168.612289524
112,5545279.223999999,7421885.092999999,168.6651563048
113,5545278.166,7421885.575,168.8026692192
114,5545277.2020000005,7421885.999,168.9119923048
115,5545276.175,7421886.461,169.0385563048
116,5545275.18,7421886.905,169.09267413359998
117,5545274.154,7421887.307999999,169.0971692192
118,5545273.097999999,7421887.69,169.0734409144
119,5545272.103999999,7421888.054,168.9649563048
120,5545271.017999999,7421888.396000001,168.85308182880001
121,5545270.055,7421888.74,168.697525524
122,5545268.967999999,7421889.102999999,168.6424126096
123,5545267.943,7421889.426,168.6638101336
124,5545266.949,7421889.829,168.6703486096
125,5545265.924,7421890.1729999995,168.6659563048
126,5545264.96,7421890.5770000005,168.62827691439998
127,5545263.936000001,7421890.92,168.5947486096
128,5545263.034,7421891.305,168.59734860959998
129,5545262.07,7421891.728999999,168.626225524
130,5545261.168,7421892.113,168.6712
131,5545260.3270000005,7421892.598999999,168.838289524
132,5545259.425,7421892.984,169.0413049144
133,5545258.614,7421893.489,169.2960332192
134,5545257.802999999,7421894.035,169.408964
135,5545257.052999999,7421894.601,169.52084582880002
136,5545256.149,7421895.165,169.812989524
137,5545255.307,7421895.67,169.8494846096
138,5545254.402000001,7421896.274,169.7209049144
139,5545253.498,7421896.7979999995,169.7286101336
140,5545252.624,7421897.442000001,170.12419721920003
141,5545251.78,7421898.046,170.99182552399998
142,5545251.028,7421898.772000001,171.4945409144
143,5545250.123,7421899.376,171.99506399999999
144,5545249.279,7421900.08,172.22143641920002
145,5545248.282000001,7421900.622,172.5464798096
146,5545247.407000001,7421901.326,172.7792158096
147,5545246.409,7421901.929,173.26201089520004
148,5545245.533,7421902.632,173.5037465904
149,5545244.565,7421903.353999999,173.4694
150,5545243.721,7421904.039,173.48059999999998
151,5545242.782000001,7421904.841,183.162932
152,5545241.998,7421905.606000001,183.1848793904
153,5545241.121,7421906.429,183.140004
154,5545240.306,7421907.232999999,183.1060716952
155,5545239.459,7421908.076,183.0567563048
156,5545238.643999999,7421908.92,183.03407569520002
157,5545237.857999999,7421909.804,182.98580769519998
158,5545237.074,7421910.609,182.9531806096
159,5545236.288,7421911.533,182.8990126096
160,5545235.411,7421912.316000001,182.8713846096
161,5545234.657000001,7421913.201,182.8390526096
162,5545233.749,7421913.982999999,182.835904
163,5545232.995,7421914.868,182.8020806096
164,5545232.118,7421915.691000001,182.7318166096
165,5545231.333,7421916.555,182.6481806096
166,5545230.517000001,7421917.379,182.5784243048
167,5545229.671,7421918.182999999,181.7363243048
168,5545228.794,7421918.966,180.95394369520002
169,5545227.887999999,7421919.65,179.28493600000002
170,5545226.951,7421920.352000001,178.3593883048
171,5545226.045,7421921.036,177.17177691440003
172,5545225.1389999995,7421921.739,176.5599667808
173,5545224.324,7421922.482999999,176.0051873904
174,5545223.449,7421923.207,175.6854923048
175,5545222.573,7421923.911,175.3006486096
176,5545221.698,7421924.595,175.0773923048
177,5545220.731000001,7421925.237000001,175.03652308559998
178,5545219.886,7421925.941000001,175.10592830480005
179,5545218.826,7421926.602999999,175.204864
180,5545218.011,7421927.387,175.170136
181,5545217.011,7421928.147999999,174.9214
182,5545216.226,7421929.012999999,174.682220724
183,5545215.379,7421929.876,174.41450319999998
184,5545214.655,7421930.821,174.22176720000002
185,5545213.931,7421931.726,173.94910811440002
186,5545213.114,7421932.649,173.6878748952
187,5545212.359,7421933.573,173.16782350480003
188,5545211.602999999,7421934.538,172.7081158096
189,5545210.786,7421935.461,172.11655950480002
190,5545210.123,7421936.466,171.7180108952
191,5545209.275,7421937.409,171.47301013359998
192,5545208.6110000005,7421938.415,171.48759721919998
193,5545207.886,7421939.419,171.56670000000003
194,5545207.222,7421940.424,171.65978182880002
195,5545206.65,7421941.491,171.631761524
196,5545205.956,7421942.515,171.6948178288
197,5545205.384,7421943.602000001,171.5680923048
198,5545204.72,7421944.587,171.61322552400003
199,5545204.118,7421945.653,171.72929721920002
200,5545203.516,7421946.6389999995,171.814189524
201,5545202.945,7421947.686000001,171.94742350479999
202,5545202.22,7421948.651000001,171.9803465904
203,5545201.496,7421949.575,172.0429108952
204,5545200.771000001,7421950.5,172.08108502879998
205,5545199.893999999,7421951.363,172.09417489519998
206,5545199.109,7421952.187999999,172.105620724
207,5545198.14,7421952.989,172.1102595048
208,5545197.325,7421953.754,172.1416465904
209,5545196.417,7421954.596,172.1331465904
210,5545195.571,7421955.4,172.16133641919998
211,5545194.755,7421956.244,172.1917158096
212,5545193.879,7421957.007,172.2631158096
213,5545193.062999999,7421957.811000001,172.3665465904
214,5545192.065,7421958.493,172.4354004192
215,5545191.22,7421959.237000001,172.5514748952
216,5545190.188999999,7421959.959,172.6256235048
217,5545189.374,7421960.802,172.7448518096
218,5545188.495,7421961.705,172.7409955048
219,5545187.679,7421962.609,172.8753672
220,5545186.984,7421963.634,172.9327158096
221,5545186.29,7421964.579,173.117556724
222,5545185.811000001,7421965.666,173.14078750480002
223,5545185.24,7421966.693,173.006020724
224,5545184.761,7421967.761,173.0212235048
225,5545184.159,7421968.7870000005,172.979292724
226,5545183.557,7421969.793,173.22418502879998
227,5545182.955,7421970.799,173.4454875048
228,5545182.261,7421971.7639999995,173.710820724
229,5545181.629,7421972.75,174.1150441144
230,5545180.782000001,7421973.594,174.416256724
231,5545180.057999999,7421974.499,174.9815312
232,5545179.089,7421975.261,175.2722230856
233,5545178.304,7421976.125,175.8390486096
234,5545177.335,7421976.927,176.1990153904
235,5545176.488,7421977.77,176.91434091440001
236,5545175.579,7421978.632999999,177.2058049144
237,5545174.701,7421979.515,177.2478955048
238,5545173.884,7421980.438999999,177.2188486096
239,5545172.975,7421981.341,186.967396
240,5545172.22,7421982.246,186.9633603048
241,5545171.341,7421983.187999999,186.556568
242,5545170.525,7421984.052,186.2190436952
243,5545169.739,7421985.036,185.85037169519998
244,5545168.922,7421985.938999999,185.81520400000002
245,5545168.257999999,7421986.964,186.13453969520003
246,5545167.534,7421987.909,186.3773806096
247,5545166.871,7421988.835,186.57710400000002
248,5545166.363,7421989.783,186.6599
249,5545166.01,7421990.7129999995,187.00376799999998
250,5545165.811000001,7421991.646000001,187.3518396952
251,5545165.549,7421992.617000001,188.055532
252,5545165.288,7421993.568,188.5065443048
253,5545164.904,7421994.498,189.3893123048
254,5545164.488,7421995.467,190.04427230480002
255,5545163.981000001,7421996.356000001,190.91855569519998
256,5545163.321,7421997.122,191.386352
257,5545162.632,7421997.728999999,191.991052
258,5545161.884,7421998.176,192.3723
259,5545161.107999999,7421998.4229999995,192.6956396952
260,5545160.365,7421998.492000001,192.7370603048
261,5545159.749,7421998.344,192.631532
262,5545159.105,7421998.056,192.5509763048
263,5545158.492000001,7421997.688999999,192.618496
264,5545157.881,7421997.222,192.71268
265,5545157.27,7421996.696,192.95806400000004
266,5545156.6,7421996.069,193.1230123048
267,5545155.961,7421995.382999999,193.093676
268,5545155.478999999,7421994.54,192.997836
269,5545155.12,7421993.699,192.955616
270,5545154.978999999,7421992.801,193.15728800000002
271,5545154.899,7421991.885,193.439096
272,5545155.005,7421990.971,193.540984
273,5545155.295,7421990.179,193.5157
274,5545155.677,7421989.387999999,193.348352
275,5545156.244,7421988.7,193.1506876952
276,5545156.811000001,7421987.9120000005,192.7507443048
277,5545157.533,7421987.166,192.7716443048
278,5545158.132999999,7421986.28,192.7597443048
279,5545158.826,7421985.374,187.94115630480002
280,5545159.365,7421984.427,187.75208060960003
281,5545160.029,7421983.421,187.121196
282,5545160.507,7421982.413,186.7645806096
283,5545160.9860000005,7421981.346,186.244964
284,5545161.402000001,7421980.357000001,185.73146400000002
285,5545161.85,7421979.288,184.9015
286,5545162.206,7421978.219,184.2103526096
287,5545162.592,7421977.15,183.38585260960002
288,5545162.948,7421976.06,182.82121660960001
289,5545163.272999999,7421974.97,182.33228460959998
290,5545163.782000001,7421973.943,182.07809600000002
291,5545164.2,7421972.853999999,181.7295806096
292,5545164.74,7421971.847,181.592668
293,5545165.279,7421970.86,181.422532
294,5545165.911,7421969.933999999,181.31440000000003
295,5545166.603999999,7421969.028,181.2385563048
296,5545167.265,7421968.182,181.2542436952
297,5545168.018999999,7421967.318,181.4004
298,5545168.711,7421966.512,181.57418460960002
299,5545169.618,7421965.728999999,181.87053600000002
300,5545170.372,7421964.924,182.1166806096
301,5545171.28,7421964.081,182.40618830480003
302,5545172.003,7421963.2360000005,182.60815630480002
303,5545172.85,7421962.352999999,182.7301243048
304,5545173.543,7421961.427999999,182.6925
305,5545174.299,7421960.482999999,182.1866883048
306,5545174.992000001,7421959.557999999,181.76501660960002
307,5545175.687000001,7421958.552999999,180.72978830480002
308,5545176.319,7421957.567000001,179.199896
309,5545176.982999999,7421956.562000001,177.0123793904
310,5545177.584,7421955.556,175.65256678080002
311,5545178.217,7421954.53,174.72505180960002
312,5545178.789,7421953.464,174.50654411440001
313,5545179.329,7421952.437000001,174.2304850288
314,5545179.871,7421951.29,173.91552872399998
315,5545180.32,7421950.2020000005,173.27860811440001
316,5545180.9229999995,7421949.096,172.8201032
317,5545181.403,7421947.989,172.01428502880003
318,5545181.975,7421946.882999999,171.4287923048
319,5545182.485,7421945.795,170.7706818288
320,5545183.057999999,7421944.669,170.45373321920002
321,5545183.568,7421943.582,170.017125524
322,5545184.08,7421942.415,169.6097846096
323,5545184.651000001,7421941.348999999,169.0914846096
324,5545185.193,7421940.203,168.7684818288
325,5545185.765,7421939.116,168.2999972192
326,5545186.3379999995,7421937.99,168.11956400000003
327,5545186.971,7421936.965,167.89021260959998
328,5545187.543,7421935.897999999,167.7717409144
329,5545188.267000001,7421934.972999999,167.7303206096
330,5545188.899,7421933.988,167.7691458288
331,5545189.745,7421933.183999999,167.8319923048
332,5545190.469,7421932.319,167.89711260960001
333,5545191.407000001,7421931.556,168.2458846096
334,5545192.16,7421930.731000001,168.49182830479998
335,5545193.098999999,7421929.949,168.8491846096
336,5545193.882999999,7421929.145,168.9579178288
337,5545194.822000001,7421928.302,169.1217486096
338,5545195.637,7421927.498,169.2634692192
339,5545196.485,7421926.595,169.46698182880002
340,5545197.27,7421925.711,169.7307049144
341,5545197.964,7421924.746,170.0948692192
342,5545198.688999999,7421923.781,170.289389524
343,5545199.26,7421922.775,170.5799
344,5545199.954,7421921.77,170.58964582879997
345,5545200.371,7421920.721,170.8516692192
346,5545200.9120000005,7421919.654,171.025353524
347,5545201.207,7421918.544,171.50674091439998
348,5545201.501,7421917.414,171.7398332192
349,5545201.795,7421916.324,171.986692724
350,5545202.057999999,7421915.232999999,171.85132872399998
351,5545202.415,7421914.084,171.8135032
352,5545202.77,7421913.0139999995,171.8159458288
353,5545203.22,7421911.8270000005,171.9767955048
354,5545203.607000001,7421910.717999999,172.13720041919998
355,5545204.149,7421909.591,172.5042518096
356,5545204.659,7421908.524,172.85762350480002
357,5545205.1389999995,7421907.377,173.48241089520002
358,5545205.65,7421906.29,173.8633672
359,5545206.161,7421905.142999999,174.417492724
360,5545206.671,7421904.075,174.77671089519998
361,5545207.181,7421902.949,175.25907169520002
362,5545207.813999999,7421901.943,175.48547169519998
363,5545208.356000001,7421900.836,175.7264126096
364,5545209.05,7421899.851,175.95701260959999
365,5545209.652000001,7421898.785,176.4337513904
366,5545210.409,7421897.781,176.8050049144
367,5545211.042,7421896.7360000005,177.4184049144
368,5545211.767999999,7421895.711,177.8819513904
369,5545212.37,7421894.646000001,178.69122430480002
370,5545213.126,7421893.642000001,179.206636
371,5545213.791,7421892.596,179.6291076952
372,5545214.607999999,7421891.653,179.7910513904
373,5545215.302999999,7421890.628,179.9548436952
374,5545216.181,7421889.706,180.05002830479998
375,5545216.876,7421888.681,180.197832
376,5545217.785,7421887.799,180.28122830479998
377,5545218.478999999,7421886.794,180.37991539040001
378,5545219.419,7421885.932,180.4095396952
379,5545220.205,7421885.007999999,180.4805473904
380,5545221.115,7421884.066000001,180.48822830480003
381,5545221.931,7421883.1620000005,180.5478473904
382,5545222.811000001,7421882.2,180.5741283048
383,5545223.566000001,7421881.276000001,180.6233473904
384,5545224.445,7421880.312999999,180.6632243048
385,5545225.17,7421879.329,180.6864603048
386,5545225.896000001,7421878.324,180.69370769519998
387,5545226.652000001,7421877.32,180.6917603048
388,5545227.285,7421876.255,180.7380793904
389,5545227.919,7421875.209,180.74862830479998
390,5545228.491,7421874.102999999,180.718096
391,5545229.001,7421873.016,180.6002283048
392,5545229.573,7421871.93,180.5020436952
393,5545230.022000001,7421870.822000001,180.19889600000002
394,5545230.595,7421869.696,179.7638833904
395,5545231.012999999,7421868.567000001,179.5430436952
396,5545231.555,7421867.421,177.68875352400002
397,5545231.911,7421866.312000001,176.6197178288
398,5545232.392000001,7421865.145,171.80752552400003
399,5545232.748,7421863.995,170.6387563048
400,5545233.074,7421862.826,170.344461524
401,5545233.462,7421861.657000001,169.6676486096
402,5545233.757999999,7421860.467999999,169.4671692192
403,5545234.052,7421859.3379999995,169.512789524
404,5545234.285,7421858.207,169.6239206096
405,5545234.61,7421857.137,169.638964
406,5545234.872,7421856.086,169.50349999999997
407,5545235.227000001,7421855.096,169.5488178288
408,5545235.58,7421854.166,169.3164206096
409,5545235.902000001,7421853.275,169.23078182880002
410,5545236.1620000005,7421852.4229999995,169.0187741336
411,5545236.575,7421851.592999999,168.880061524
412,5545236.989,7421850.762999999,169.0069818288
413,5545237.527000001,7421849.915,169.2402741336
414,5545238.066000001,7421848.988,169.4801692192
415,5545238.512999999,7421848.018999999,170.18451013359999
416,5545238.899,7421846.95,170.6020283048
417,5545239.1,7421845.878,171.4258409144
418,5545239.146000001,7421844.824,171.57988460960001
419,5545239.036,7421843.887,171.8206769144
420,5545238.768999999,7421843.127,172.0272518096
421,5545238.409,7421842.425,172.2102004192
422,5545237.892000001,7421841.82,172.2580081144
423,5545237.376,7421841.2360000005,172.3583465904
424,5545236.828,7421840.631,172.4062672
425,5545236.248,7421840.143999999,172.52558502879998
426,5545235.728999999,7421839.699,172.57201089519998
427,5545235.21,7421839.274,172.63222350479998
428,5545234.69,7421838.927999999,172.67379550479998
429,5545234.171,7421838.502,172.961956724
430,5545233.651000001,7421838.116,173.1005108952
431,5545233.131,7421837.79,173.2442672
432,5545232.5479999995,7421837.4629999995,173.251856724
433,5545231.933999999,7421837.2360000005,173.088320724
434,5545231.256,7421837.086,172.9673518096
435,5545230.517999999,7421836.837,172.7191721144
436,5545229.747,7421836.706,172.6575518096
437,5545228.886,7421836.455,172.7142644192
438,5545228.055,7421836.223999999,172.6889850288
439,5545227.132,7421835.951,172.6767388952
440,5545226.241,7421835.6,172.57910811440001
441,5545225.319,7421835.248,172.5912441144
442,5545224.367000001,7421834.856000001,172.6795388952
443,5545223.446,7421834.405,172.73565672400002
444,5545222.495,7421833.972999999,172.7336955048
445,5545221.574,7421833.522000001,172.6997721144
446,5545220.561000001,7421833.069,172.8803518096
447,5545219.579,7421832.637,172.91122872399998
448,5545218.506,7421832.063999999,172.9492721144
449,5545217.399,7421831.67,172.6454518096
450,5545216.199,7421831.294,172.80135672400002
451,5545215.09,7421831.079,173.27974411440002
452,5545213.977999999,7421831.082,173.5823955048
453,5545212.956,7421831.227000001,174.0364108952
454,5545211.932,7421831.51,174.0284518096
455,5545211.061000001,7421831.935,174.11320041919998
456,5545210.219,7421832.401000001,173.82858502879998
457,5545209.377,7421832.946,173.4639672
458,5545208.626,7421833.592,173.1755595048
459,5545207.844,7421834.257,172.83533889519998
460,5545207.123,7421834.9629999995,172.6137850288
461,5545206.494,7421835.73,172.34190811439998
462,5545205.802999999,7421836.476,172.1801081144
463,5545205.266,7421837.284,171.991028724
464,5545204.636,7421838.091,171.983592724
465,5545204.13,7421838.899,171.87472072399999
466,5545203.592,7421839.747,171.74313321920002
467,5545203.055,7421840.536,171.472861524
468,5545202.579,7421841.404,171.3041741336
469,5545202.103999999,7421842.2129999995,170.95034582879998
470,5545201.628,7421843.082,170.6773332192
471,5545201.152000001,7421843.911,170.1672126096
472,5545200.737000001,7421844.821,169.92258182880002
473,5545200.291,7421845.728999999,169.534489524
474,5545200.0,7421846.661,169.29354091439998
475,5545199.584,7421847.59,168.94167413359997
476,5545199.261,7421848.58,168.8110101336
477,5545198.876,7421849.55,168.7102332192
478,5545198.552,7421850.54,168.652561524
479,5545198.26,7421851.531,168.5653126096
480,5545197.844,7421852.48,168.5061101336
481,5545197.521000001,7421853.451,168.44799721919998
482,5545197.0139999995,7421854.299,168.4823769144
483,5545196.538,7421855.147999999,168.517064
484,5545196.002,7421855.936000001,168.5767126096
485,5545195.496,7421856.685,168.612189524
486,5545195.052999999,7421857.415,168.6604178288
487,5545194.641,7421858.126,168.7576972192
488,5545194.26,7421858.797,169.07999721919998
489,5545193.911,7421859.448,169.6474178288
490,5545193.562000001,7421860.1,169.751253524
491,5545193.244,7421860.712,169.82674582880003
492,5545192.895,7421861.304,169.95771260959998
493,5545192.547,7421861.837,170.264653524
494,5545192.076,7421862.347,170.6428178288
495,5545191.575,7421862.837,171.0830206096
496,5545191.103999999,7421863.328,171.102053524
497,5545190.634,7421863.799,171.3105206096
498,5545190.225,7421864.29,171.4043101336
499,5545189.847999999,7421864.743,171.7628283048
500,5545189.532000001,7421865.216,172.03871580959998
501,5545189.216,7421865.649,172.1445875048
502,5545188.87,7421866.082,171.9258312
503,5545188.555,7421866.515,171.8667563048
504,5545188.239,7421866.948,171.87932072400002
505,5545187.924,7421867.362000001,172.28365672400002
506,5545187.609,7421867.795,172.34671089519998
507,5545187.418,7421868.17,172.53359272400002
508,5545187.289,7421868.586,172.8329441144
509,5545187.128,7421868.982000001,173.1993595048
510,5545186.999,7421869.3379999995,173.3991748952
511,5545186.871,7421869.655,173.8191955048
512,5545186.743,7421869.951,174.10740320000002
513,5545186.615,7421870.248,174.459328724
514,5545186.55,7421870.4860000005,174.6146721144
515,5545186.485,7421870.744,174.9455032
516,5545186.419,7421870.982000001,175.17828739040002
517,5545186.323,7421871.199,175.41612308560002
518,5545186.257999999,7421871.417,175.3116
519,5545186.163,7421871.635,175.27891260959998
520,5545186.097999999,7421871.852999999,175.2952563048
521,5545186.033,7421872.051,175.5044206096
522,5545185.937000001,7421872.248,175.7784436952
523,5545185.842,7421872.446,176.2615769144
524,5545185.746,7421872.663,176.3735436952
525,5545185.651000001,7421872.841,176.6121950856
526,5545185.555,7421873.039,176.6386716952
527,5545185.491,7421873.217,176.93027939040002
528,5545185.427,7421873.335,177.0135793904
529,5545185.364,7421873.433999999,177.13315139040003
530,5545185.3,7421873.552999999,177.1067667808
531,5545185.238,7421873.6110000005,176.9667076952
532,5545185.175,7421873.67,177.0976716952
533,5545185.082,7421873.688999999,177.2686590856
534,5545184.989,7421873.707,177.5000076952
535,5545184.865,7421873.705,177.6455126096
536,5545184.772999999,7421873.704,177.7135206096
537,5545184.649,7421873.7020000005,177.7588923048
538,5545184.556,7421873.721,177.7858206096
539,5545184.432999999,7421873.719,177.6766923048
540,5545184.371,7421873.717999999,177.70647169519998
541,5545184.308999999,7421873.717,177.6210283048
542,5545184.248,7421873.696,177.70052308560003
543,5545184.248,7421873.696,177.7574950856
544,5545184.248,7421873.696,177.8322923048
545,5545184.247,7421873.716,177.84493600000002
546,5545184.278,7421873.757,177.8709716952
547,5545184.307999999,7421873.797,177.8160513904
548,5545184.3379999995,7421873.837,177.8161
549,5545184.368,7421873.897000001,177.7807283048
550,5545184.367000001,7421873.957,177.7941667808
551,5545184.366,7421874.036,177.8801153904
552,5545184.365,7421874.116,177.89180491439998
553,5545184.364,7421874.156,177.8969049144
554,5545184.364,7421874.196,177.89995139040002
555,5545184.333,7421874.195,177.9359793904
556,5545184.333,7421874.195,177.9502667808
557,5545184.334,7421874.155,177.952464
558,5545184.304,7421874.095,177.9288307808
559,5545184.304,7421874.036,177.9661563048
560,5545184.306,7421873.956,177.9599153904
561,5545184.306,7421873.896000001,177.9367283048
562,5545184.307,7421873.837,177.9062049144
563,5545184.277000001,7421873.796,177.8727206096
564,5545184.277000001,7421873.776000001,177.8674769144
565,5545184.277000001,7421873.776000001,177.8304
566,5545184.277000001,7421873.796,177.82265139039998
567,5545184.277000001,7421873.816000001,177.84708739040002
568,5545184.276000001,7421873.856000001,177.87731539039999
569,5545184.306,7421873.896000001,177.8345436952
570,5545184.337,7421873.917,177.8259
571,5545184.336,7421873.956,177.804664
572,5545184.367000001,7421873.997,177.806964
573,5545184.366,7421874.017000001,177.8411409144
574,5545184.427999999,7421874.017000001,177.82030491439997
575,5545184.46,7421873.977999999,177.79477169519998
576,5545184.522999999,7421873.899,177.7966667808
577,5545184.585,7421873.841,177.81255908560001
578,5545184.617000001,7421873.801,177.85352830480002
579,5545184.649,7421873.742000001,177.8468793904
580,5545184.68,7421873.682999999,177.8495793904
581,5545184.744,7421873.584,177.83903078080002
582,5545184.807,7421873.4860000005,177.8234436952
583,5545184.931,7421873.448,177.5813126096
584,5545185.025,7421873.369,177.48867169520003
585,5545185.149,7421873.312000001,177.269164
586,5545185.274,7421873.234,177.2664153904
587,5545185.368,7421873.116,177.1672716952
588,5545185.37,7421872.976,177.1150667808
589,5545185.373,7421872.797,176.8612230856
590,5545185.469,7421872.6,176.8568409144
591,5545185.749,7421872.464,176.8184153904
592,5545186.09,7421872.39,176.6946950856
593,5545186.397000001,7421872.5139999995,176.5597283048
594,5545186.425,7421872.693,176.4380563048
595,5545186.482000001,7421873.032000001,176.4046307808
596,5545186.291,7421873.427999999,176.4694409144
597,5545186.192000001,7421873.884,176.60728739040002
598,5545186.029,7421874.438999999,176.7572436952
599,5545185.805,7421874.993,177.1176590856
600,5545185.64,7421875.687000001,177.3754436952
601,5545185.29,7421876.339,178.308536
602,5545184.971,7421877.05,179.2113833904
603,5545184.528,7421877.741,180.307368
604,5545184.085,7421878.451,180.6543396952
605,5545183.55,7421879.159,180.19389999999999
606,5545183.044,7421879.908,179.7629793904
607,5545182.447000001,7421880.636,179.2527116952
608,5545181.88,7421881.384,178.8637206096
609,5545181.311000001,7421882.211,178.33077169519999
610,5545180.743,7421883.039,178.0719409144
611,5545180.205,7421883.947000001,177.81655139039998
612,5545179.696,7421884.895,177.6959846096
613,5545179.249,7421885.882999999,177.29045630480002
614,5545178.77,7421886.931,176.8657230856
615,5545178.353999999,7421887.94,176.0976436952
616,5545177.906,7421889.028,175.5252563048
617,5545177.489,7421890.057,174.56641089519997
618,5545177.132999999,7421891.166,173.9647518096
619,5545176.746,7421892.255,173.075392724
620,5545176.4520000005,7421893.365,172.5308441144
621,5545176.096,7421894.475,171.624592724
622,5545175.771000001,7421895.563999999,171.1609769144
623,5545175.445,7421896.694,170.573061524
624,5545175.121,7421897.744,170.15958182880001
625,5545174.734,7421898.852999999,169.6167381336
626,5545174.441000001,7421899.884,169.22089721920003
627,5545174.022999999,7421901.012,168.8163563048
628,5545173.728999999,7421902.062999999,168.45659999999998
629,5545173.28,7421903.17,168.00274860960002
630,5545172.956,7421904.24,167.5647846096
631,5545172.568,7421905.409,167.1332178288
632,5545172.243,7421906.518999999,166.920161524
633,5545171.948,7421907.669,166.75391782879998
634,5545171.654,7421908.779,166.7126
635,5545171.42,7421909.97,166.63773813359998
636,5545171.187000001,7421911.101,166.59677413359998
637,5545170.953,7421912.311000001,166.48504582880003
638,5545170.751,7421913.4629999995,166.3739692192
639,5545170.393999999,7421914.652000001,166.3146101336
640,5545170.16,7421915.822000001,166.24544860959998
641,5545169.802999999,7421916.991,166.3188101336
642,5545169.6,7421918.203,166.41304860960003
643,5545169.2129999995,7421919.371,166.4658
644,5545168.948,7421920.561000001,166.53891782879998
645,5545168.591,7421921.73,166.51911260960003
646,5545168.234,7421922.88,166.53561782879999
647,5545167.908,7421924.069,166.75705630480002
648,5545167.551,7421925.217999999,166.8935818288
649,5545167.225,7421926.407000001,167.3254818288
650,5545166.807,7421927.496,167.46799721920002
651,5545166.42,7421928.664,167.663564
652,5545165.941000001,7421929.732000001,167.48793813359998
653,5545165.552999999,7421930.881,167.220953524
654,5545165.043,7421931.927999999,167.1392126096
655,5545164.656,7421933.0370000005,167.190825524
656,5545164.177999999,7421934.085,167.170989524
657,5545163.76,7421935.1729999995,166.84050491440001
658,5545163.251,7421936.181,166.71694582880002
659,5545162.742000001,7421937.188999999,166.35642552399997
660,5545162.079,7421938.134,166.35192552400002
661,5545161.477999999,7421939.081,166.4429741336
662,5545160.907000001,7421940.107000001,166.5791283048
663,5545160.46,7421941.096,166.755264
664,5545159.981000001,7421942.164,167.4273692192
665,5545159.595,7421943.193,168.52640000000002
666,5545159.147000001,7421944.281,169.32307413360002
667,5545158.791,7421945.331,169.9290283048
668,5545158.342999999,7421946.399,170.2144409144
669,5545157.958,7421947.408,170.8888049144
670,5545157.541,7421948.457,171.498
671,5545157.094,7421949.426,172.87572350480002
672,5545156.739,7421950.435,173.5234955048
673,5545156.353999999,7421951.405,174.5404235048
674,5545156.062000001,7421952.396000001,175.7040436952
675,5545155.708,7421953.366,177.81175908560002
676,5545155.353999999,7421954.316000001,179.1317396952
677,5545154.969,7421955.266,180.13337939040002
678,5545154.585,7421956.235,180.1962923048
679,5545154.199,7421957.225,180.2573513904
680,5545153.815,7421958.175,180.3763243048
681,5545153.397999999,7421959.203,180.52063600000002
682,5545153.012999999,7421960.1729999995,180.57863600000002
683,5545152.566000001,7421961.181,180.4978396952
684,5545152.181,7421962.151000001,180.4674603048
685,5545151.703,7421963.1389999995,180.3365
686,5545151.288,7421964.069,180.40661169519998
687,5545150.779,7421965.076,180.4475206096
688,5545150.363,7421966.005,180.5286756952
689,5545149.947000001,7421966.995,180.45486400000001
690,5545149.532000001,7421967.924,180.36842830480003
691,5545149.147999999,7421968.813999999,180.2398603048
692,5545148.796,7421969.683999999,180.176004
693,5545148.536,7421970.517000001,180.178204
694,5545148.277000001,7421971.329,180.17110769520002
695,5545148.049,7421972.141,180.2431603048
696,5545147.882999999,7421972.935,180.22137569519998
697,5545147.717,7421973.688999999,180.26190000000003
698,5545147.552,7421974.4229999995,180.32780000000002
699,5545147.419,7421975.118,180.5207793904
700,5545147.254,7421975.812000001,180.72923969520002
701,5545147.121,7421976.467,180.96918339040002
702,5545146.988,7421977.101,181.14466800000002
703,5545146.886,7421977.717,181.2577436952
704,5545146.754,7421978.312000001,181.34193969519998
705,5545146.682999999,7421978.927999999,181.6062126096
706,5545146.613,7421979.524,181.809232
707,5545146.573,7421980.121,182.20672430480002
708,5545146.565,7421980.698,182.422936
709,5545146.525,7421981.274,182.74362060960001
710,5545146.517000001,7421981.851,182.847904
711,5545146.477999999,7421982.387999999,182.8605436952
712,5545146.47,7421982.925,182.8679883048
713,5545146.432,7421983.442000001,182.86838830480002
714,5545146.425,7421983.94,182.8736883048
715,5545146.418,7421984.437000001,182.85899600000002
716,5545146.411,7421984.915,187.18725630479997
717,5545146.373,7421985.392000001,187.27609600000002
718,5545146.366,7421985.848999999,187.4101076952
719,5545146.36,7421986.2870000005,187.6037806096
720,5545146.384,7421986.725,187.8314846096
721,5545146.378,7421987.163,188.2347206096
