X	Y	Z
5545149.947000001	7421966.995	180.45486400000001
5545149.532000001	7421967.924	180.36842830480003
5545149.147999999	7421968.813999999	180.2398603048
5545148.796	7421969.683999999	180.176004
5545148.536	7421970.517000001	180.178204
5545148.277000001	7421971.329	180.17110769520002
5545148.049	7421972.141	180.2431603048
5545147.882999999	7421972.935	180.22137569519998
5545147.717	7421973.688999999	180.26190000000003
5545147.552	7421974.4229999995	180.32780000000002
5545147.419	7421975.118	180.5207793904
5545147.254	7421975.812000001	180.72923969520002
5545147.121	7421976.467	180.96918339040002
5545146.988	7421977.101	181.14466800000002
5545146.886	7421977.717	181.2577436952
5545146.754	7421978.312000001	181.34193969519998
5545146.682999999	7421978.927999999	181.6062126096
5545146.613	7421979.524	181.809232
5545146.573	7421980.121	182.20672430480002
5545146.565	7421980.698	182.422936
5545146.525	7421981.274	182.74362060960001
5545146.517000001	7421981.851	182.847904
5545146.477999999	7421982.387999999	182.8605436952
5545146.47	7421982.925	182.8679883048
5545146.432	7421983.442000001	182.86838830480002
5545146.425	7421983.94	182.8736883048
5545146.418	7421984.437000001	182.85899600000002
5545146.411	7421984.915	187.18725630479997
5545146.373	7421985.392000001	187.27609600000002
5545146.366	7421985.848999999	187.4101076952
5545146.36	7421986.2870000005	187.6037806096
5545146.384	7421986.725	187.8314846096
5545146.378	7421987.163	188.2347206096
5545146.402000001	7421987.621	188.47690830480002
5545146.396000001	7421988.039	188.89903199999998
5545146.359	7421988.437000001	189.339596
5545146.23	7421988.812999999	189.93950430479998
5545146.101	7421989.209	189.9384043048
5545145.94	7421989.643999999	189.9348043048
5545145.84	7421990.141	189.9325043048
5545145.709	7421990.616	189.9326043048
5545145.607999999	7421991.212	189.9345043048
5545145.476	7421991.767000001	189.9418043048
5545145.375	7421992.363	189.9307043048
5545145.274	7421992.958	189.9347043048
5545145.142000001	7421993.5139999995	194.507652
5545145.011	7421994.049	194.5076
5545144.848999999	7421994.563999999	194.437544
5545144.687000001	7421995.04	194.3729876952
5545144.556	7421995.535	194.37913600000002
5545144.427	7421995.951	194.5392796952
5545144.328	7421996.328	194.71982000000003
5545144.261	7421996.685	194.9028476952
5545144.257	7421997.022999999	195.19176
5545144.283	7421997.342	195.423552
5545144.341	7421997.622	195.53796
5545144.306	7421997.84	195.73338
5545144.27	7421998.217999999	195.83661999999998
5545144.265	7421998.596	195.958936
5545144.227999999	7421998.993	195.98082
5545144.191000001	7421999.431	196.063768
5545144.153	7421999.868	196.109592
5545144.147999999	7422000.206	196.145508
5545144.082	7422000.504	196.170892
5545144.016	7422000.781	196.14775600000002
5545143.981000001	7422001.06	196.166052
5545144.007999999	7422001.339	196.17019599999998
5545144.066000001	7422001.618	196.166904
5545144.186000001	7422001.897999999	196.10618799999997
5545144.305	7422002.179	196.040232
5545144.363	7422002.458	195.90067200000001
5545144.421	7422002.677999999	195.82902
5545144.387999999	7422002.877	195.72264
5545144.385	7422003.076	195.65682800000002
5545144.351	7422003.274	195.60047200000002
5545144.2870000005	7422003.432	195.541908
5545144.222999999	7422003.571	195.56794399999998
5545144.097999999	7422003.668	195.55384800000002
5545144.034	7422003.7870000005	195.59421200000003
5545143.94	7422003.885	195.69379600000002
5545143.846	7422003.9629999995	195.799024
5545143.785	7422003.962	195.81286400000002
5545143.692000001	7422003.941000001	195.868584
5545143.598999999	7422003.96	195.90501600000002
5545143.506	7422003.998	195.977216
5545143.413	7422003.997	196.065276
5545143.257999999	7422004.034	196.153408
5545143.134	7422004.112000001	196.195956
5545142.916	7422004.169	196.28246
5545142.669	7422004.165	196.31248799999997
5545142.4520000005	7422004.222	196.34092800000002
5545142.3270000005	7422004.339	196.36086400000002
5545142.2020000005	7422004.437000001	196.412392
5545142.078	7422004.475	196.484456
5545142.015	7422004.534	196.52232800000002
5545141.982999999	7422004.613	196.51258
5545141.981000001	7422004.712	196.45936799999998
5545141.949	7422004.792	196.379212
5545142.01	7422004.872	196.348132
5545142.071	7422004.9520000005	197.22804399999998
5545142.1620000005	7422005.052999999	197.17727200000002
5545142.253	7422005.134	196.85498
5545142.345	7422005.215	196.76763200000002
5545142.406	7422005.276000001	196.660056
5545142.375	7422005.295	196.50495600000002
5545142.374	7422005.315	196.415004
5545142.281	7422005.392999999	196.377016
5545141.941000001	7422005.387999999	196.37617200000003
5545141.571	7422005.323	196.458208
5545141.324	7422005.28	196.532308
5545141.231000001	7422005.318	196.54576
5545141.23	7422005.418	197.127744
5545141.199	7422005.417	197.179844
5545141.137	7422005.397000001	197.17674399999999
5545141.076	7422005.336	197.188944
5545141.0139999995	7422005.375	197.229544
5545140.8889999995	7422005.493	197.214244
5545140.826	7422005.571	196.816844
5545140.825	7422005.591	196.832744
5545140.856000001	7422005.592	196.83684399999999
5545140.887999999	7422005.552	196.834844
5545140.857000001	7422005.552	196.82914399999999
5545140.857000001	7422005.572000001	196.826344
5545140.825	7422005.6110000005	196.81874399999998
5545140.855	7422005.651000001	196.84974400000002
5545140.823	7422005.73	196.834344
5545140.822000001	7422005.79	196.838944
5545140.761	7422005.749	197.237336
5545140.731000001	7422005.709	197.2017
5545140.7	7422005.709	197.2088
5545140.7	7422005.728999999	197.21020000000001
5545140.669	7422005.748	197.2109
5545140.668	7422005.767999999	197.219
5545140.607000001	7422005.767000001	197.2175
5545140.606000001	7422005.807	197.2163
5545140.574	7422005.846	197.223
5545140.512999999	7422005.845	197.2224
5545140.482000001	7422005.845	197.2138
5545140.482000001	7422005.845	197.2134
5545140.451	7422005.844	197.2209
5545140.42	7422005.864	197.1971
5545140.45	7422005.904	197.1949
5545140.45	7422005.924	197.2122
5545140.481000001	7422005.905	197.2254
5545140.45	7422005.884	197.206
5545140.451	7422005.844	197.24190000000002
5545140.451	7422005.824	197.2611
5545140.357999999	7422005.823	197.2819
5545140.329	7422005.722999999	197.2794
5545140.362000001	7422005.584	197.2652
5545140.208	7422005.582	197.3171
5545140.426	7422005.426	197.3314
5545140.551	7422005.368	197.3686
5545140.52	7422005.347999999	197.3663
5545140.396000001	7422005.366	197.3125
5545140.364	7422005.425	197.3194
5545140.301	7422005.504	197.3133
5545140.239	7422005.543	197.2749
5545140.24	7422005.503	197.2707
5545140.24	7422005.4629999995	197.2612
5545140.302999999	7422005.424	197.2954
5545140.302999999	7422005.424	197.2958
5545140.396000001	7422005.386	197.3264
5545140.334	7422005.385	197.3089
5545140.365	7422005.385	197.32160000000002
5545140.334	7422005.385	197.2972
5545140.334	7422005.385	197.2929
5545140.272000001	7422005.364	197.2799
5545140.242000001	7422005.344	197.2834
5545140.427999999	7422005.307	197.3959
5545140.243	7422005.2639999995	197.3295
5545140.12	7422005.243	197.2635
5545140.027000001	7422005.221	197.228
5545139.996	7422005.241	197.1963
5545140.0879999995	7422005.302	197.2668
5545140.18	7422005.342999999	197.3108
5545140.0879999995	7422005.322000001	197.292292
5545140.026000001	7422005.281	197.244992
5545139.935	7422005.22	197.189992
5545139.996	7422005.241	197.211792
5545139.996	7422005.261	197.225492
5545140.027000001	7422005.261	197.230092
5545140.212	7422005.284	197.330592
5545140.427999999	7422005.307	197.42779199999998
5545140.49	7422005.307999999	197.451192
5545140.582	7422005.308999999	197.489592
5545140.521000001	7422005.307999999	197.461692
5545140.521000001	7422005.307999999	197.450592
5545140.397000001	7422005.306	197.384392
5545140.272999999	7422005.324	197.309492
5545140.302999999	7422005.384	197.226192
5545140.426	7422005.406	197.286992
5545140.395	7422005.465	197.217692
5545140.393999999	7422005.505	197.205692
5545140.64	7422005.5879999995	197.266792
5545140.392000001	7422005.664	197.222392
5545140.33	7422005.664	197.201392
5545140.61	7422005.5479999995	197.350692
5545140.426	7422005.426	197.29184000000004
5545140.395	7422005.426	197.29074
5545140.333	7422005.425	197.249592
5545140.642999999	7422005.37	197.43049200000002
5545140.243	7422005.284	197.252892
5545140.274	7422005.265	197.275392
5545140.243	7422005.284	197.238092
5545140.335	7422005.305	197.291392
5545140.212	7422005.2639999995	197.233392
5545140.397999999	7422005.207	197.354192
5545140.397999999	7422005.207	197.35599200000001
5545140.491	7422005.208	197.397992
5545140.43	7422005.187000001	197.394092
5545140.306	7422005.166	197.329592
5545140.182999999	7422005.143999999	197.284792
5545140.214	7422005.143999999	192.56029169520002
5545140.152000001	7422005.142999999	192.54149169520002
5545140.214	7422005.164	192.55479169519998
5545140.214	7422005.143999999	192.5709916952
5545140.121	7422005.142999999	192.53129169520003
5545140.121	7422005.123	192.54079169520003
5545140.121	7422005.123	192.5358916952
5545140.091	7422005.123	192.5096916952
5545140.06	7422005.122	192.4890916952
5545140.121	7422005.142999999	192.5401916952
5545140.091	7422005.123	192.50709169520002
5545140.06	7422005.122	192.4896916952
5545140.122	7422005.102999999	192.5302916952
5545140.091	7422005.123	192.5136916952
5545140.09	7422005.142999999	192.5121916952
5545145.493	7422005.5	195.0197916952
5545145.462	7422005.499	195.02899169519998
5545145.493	7422005.5	195.05319169519998
5545145.493	7422005.5	195.0553916952
5545145.492000001	7422005.52	195.0723916952
5545145.337	7422005.5770000005	195.21769169520002
5545145.306	7422005.557	195.2566916952
5545145.493	7422005.5	195.31679169519998
5545145.493	7422005.48	195.2978916952
5545145.462	7422005.499	195.2424916952
5545145.462	7422005.48	195.2621916952
5545145.462	7422005.46	195.2562916952
5545145.555	7422005.461	195.32409169520002
5545145.555	7422005.481000001	195.28439169520004
5545145.554	7422005.501	195.24349169520002
5545145.585	7422005.501	195.23419169520002
5545145.585	7422005.501	195.28359169520002
5545145.616	7422005.502	195.32789169519998
5545145.617000001	7422005.482000001	195.33879169520003
5545145.831	7422005.603999999	195.42939169520002
5545145.617000001	7422005.482000001	195.33559169519998
5545145.862000001	7422005.625	195.4140916952
5545145.431	7422005.478999999	195.13019169519998
5545145.677999999	7422005.503	195.31549169520002
5545145.709	7422005.503	195.31459169520002
5545145.709	7422005.503	195.32359169519998
5545145.74	7422005.522999999	195.34949169520002
5545145.77	7422005.524	195.3538916952
5545145.801	7422005.544	195.3626916952
5545145.801	7422005.544	195.36079169520002
5545145.832	7422005.545	195.36689169520002
5545145.492000001	7422005.56	195.06779169520001
5545145.863	7422005.525	195.4344916952
5545145.462	7422005.48	195.09449169520002
5545145.462	7422005.48	195.0275916952
5545145.431	7422005.478999999	194.98959169519998
5545145.431	7422005.478999999	194.95949169520003
5545145.431	7422005.478999999	194.9482916952
5545145.431	7422005.478999999	194.97219169520002
5545145.4	7422005.478999999	194.9960916952
5545145.182999999	7422005.575	195.0945916952
5545145.524	7422005.48	194.9937916952
5545145.4629999995	7422005.42	194.95909169520002
5545145.494	7422005.4	194.87979169520003
5545145.432	7422005.4	194.81839169519998
5545145.371	7422005.399	194.78289169520002
5545145.308999999	7422005.397999999	194.7593916952
5545145.464	7422005.32	194.58019169520003
5545145.341	7422005.299	194.5868916952
5545145.587	7422005.382	194.65899169520003
5545145.493	7422005.46	195.00549169520002
5545145.494	7422005.44	195.0286916952
5545145.742000001	7422005.364	195.00339169519998
5545145.4629999995	7422005.44	195.05119169519998
5545145.4629999995	7422005.44	195.0424916952
5545145.742000001	7422005.364	194.9627916952
5545145.742000001	7422005.364	194.9240916952
5545145.432	7422005.419	194.95609169520003
5545145.802	7422005.465	194.8522916952
5545145.679	7422005.403	194.78579169519998
5545146.204	7422005.47	195.42799169519998
5545145.307	7422005.5370000005	194.9957916952
5545145.276000001	7422005.497	195.0542916952
5545144.997	7422005.572000001	195.08109169520003
5545145.492000001	7422005.579	195.4396916952
5545145.152000001	7422005.555	199.544352
5545145.925	7422005.526000001	200.0674
5545145.491	7422005.619	200.030148
5545145.12	7422005.594	199.473848
5545145.12	7422005.594	199.491748
5545145.12	7422005.594	199.53224
5545145.12	7422005.594	199.532192
5545144.903	7422005.67	199.419992
5545144.841	7422005.67	199.49764800000003
5545144.841	7422005.688999999	199.455148
5545145.089	7422005.653	199.40314800000002
5545144.841	7422005.67	199.44424800000002
5545145.057999999	7422005.613	199.398396
5545144.81	7422005.688999999	199.41209600000002
5545144.779	7422005.708	199.415796
5545144.933999999	7422005.651000001	199.35049600000002
5545145.18	7422005.774	199.36199200000001
5545145.767999999	7422005.722999999	200.086792
5545144.905	7422005.551	199.467092
5545143.732000001	7422005.454	198.785592
5545144.193	7422005.66	198.479792
5545143.142000001	7422005.625	198.668296
5545143.11	7422005.704	198.63529599999998
5545143.078	7422005.783	198.57289600000001
5545144.659	7422005.467999999	198.424196
5545143.731000001	7422005.534	198.50309600000003
5545143.637999999	7422005.512999999	198.499396
5545142.995	7422005.125	198.567796
5545144.14	7422005.042	198.387896
5545144.016	7422005.041	198.438992
5545144.381	7422005.444	198.34119600000002
5545144.78	7422005.629	199.345396
5545145.646000001	7422005.582	199.44669599999997
5545144.35	7422005.443	198.49699600000002
5545143.5139999995	7422005.551	198.54999600000002
5545143.36	7422005.568	198.62179600000002
5545145.801	7422005.524	199.37199600000002
5545145.955	7422005.546	199.442496
5545146.017999999	7422005.527000001	199.419892
5545146.017000001	7422005.547	199.310992
5545146.992000001	7422004.387	198.067692
5545147.311000001	7422003.675	197.452992
5545146.3610000005	7422005.254	199.086792
5545146.517999999	7422005.097	198.919392
5545146.518999999	7422005.0770000005	198.880092
5545146.929	7422004.506	198.228492
5545146.676	7422004.84	198.565792
5545144.046	7422005.121	197.884392
5545144.0770000005	7422005.101	197.823592
5545145.142999999	7422004.042	197.018992
5545145.174	7422004.042	197.023192
5545146.738	7422004.881	198.522692
5545145.177	7422003.863	197.065192
5545147.2979999995	7422004.591	198.487192
5545144.112000001	7422004.842999999	195.679592
5545148.735	7421999.278	192.91124399999998
5545149.786	7421997.124	191.06274399999998
5545147.112000001	7422004.668	199.103344
5545144.021000001	7422004.7020000005	196.84884399999999
5545147.017999999	7422004.746	198.77944399999998
5545147.636	7422004.715	198.64414399999998
5545148.456	7422003.613	197.61584399999998
5545147.606000001	7422004.695	198.79734399999998
5545150.637	7421996.002	189.911092
5545148.331	7422003.67	197.443692
5545148.453	7422003.792	197.582892
5545148.9229999995	7422003.3610000005	196.997592
5545148.7360000005	7422003.477000001	197.545892
5545148.705	7422003.457	197.549392
5545148.396000001	7422001.323	194.600392
5545150.822000001	7421996.044	189.843792
5545150.026000001	7421997.645	191.074692
5545149.837	7421997.8610000005	191.198692
5545151.043	7421995.709	188.987592
5545144.222999999	7422005.72	194.583992
5545150.946	7421996.026000001	189.499092
5545151.132999999	7421995.89	189.400392
5545151.112000001	7421997.322000001	191.292692
5545149.122	7422000.299	193.509492
5545145.072000001	7422006.767999999	191.973192
5545144.977000001	7422006.965	191.13879200000002
5545144.944	7422007.084	190.819692
5545144.972999999	7422007.223999999	190.579792
5545145.002	7422007.364	190.343892
5545149.6729999995	7421998.515	191.561992
5545150.567000001	7421996.538	190.240692
5545150.631	7421996.42	190.320692
5545148.995	7422002.645	196.382092
5545151.261	7421995.552999999	189.429792
5545150.147000001	7421997.846	191.324292
5545151.071	7421995.869	189.399292
5545151.039	7421995.967999999	189.385992
5545151.102000001	7421995.909	189.428392
5545151.164	7421995.85	189.519192
5545151.166	7421995.751	189.556692
5545151.166	7421995.731000001	189.511192
5545151.166	7421995.751	189.492092
5545151.352000001	7421995.714	189.353492
5545151.631	7421995.618	189.164792
5545149.681	7422002.197000001	195.57179200000002
5545151.817000001	7421995.581	189.068292
5545151.725	7421995.56	189.135892
5545149.081	7422001.0139999995	193.796692
5545149.082	7422000.915	193.642892
5545149.115	7422000.776000001	193.546292
5545149.435	7422000.044	193.047692
5545146.786	7422003.687999999	196.488292
5545147.009	7422003.232999999	196.277992
5545143.204	7422005.626	198.91379200000003
5545143.175	7422005.506	198.907592
5545143.177	7422005.367000001	198.919992
5545143.21	7422005.227999999	198.929292
5545143.272000001	7422005.228999999	198.781836
5545142.937000001	7422004.905	198.700268
5545145.26	7422004.482000001	198.048404
5545145.57	7422004.466	198.218292
5545146.126	7422004.415	198.634192
5545146.158	7422004.375	198.699504
5545146.097	7422004.334	198.646016
5545145.973999999	7422004.293	198.560132
5545145.881	7422004.272000001	198.521476
5545145.789	7422004.27	198.492672
5545145.697000001	7422004.228999999	198.496312
5545145.603999999	7422004.208	198.523956
5545145.573	7422004.207	198.553552
5545145.542	7422004.267000001	198.49162
5545145.541	7422004.2870000005	198.432244
5545145.541	7422004.306	198.393836
5545145.541	7422004.306	198.37241600000002
5545145.448	7422004.305	198.313908
5545145.356000001	7422004.304	198.300024
5545145.262999999	7422004.283	198.30917200000002
5545145.17	7422004.301	198.30506
5545145.107999999	7422004.32	198.353208
5545145.015	7422004.339	198.361172
5545144.922	7422004.337	198.38294399999998
5545144.521000001	7422004.351	198.094392
5545144.52	7422004.391	198.121592
5545144.52	7422004.371	198.16699599999998
5545144.52	7422004.391	198.223344
5545143.437999999	7422004.395	197.31714399999998
5545144.489	7422004.411	198.26954800000001
5545144.488	7422004.47	198.29524800000002
5545144.457	7422004.49	198.330148
5545144.393999999	7422004.529	198.355848
5545144.579	7422004.571	198.177568
5545144.456	7422004.549	198.153308
5545144.393999999	7422004.529	198.1149
5545144.333	7422004.528	198.12032800000003
5545144.302	7422004.487000001	198.30991600000002
5545143.283	7422004.453	197.439188
5545143.284	7422004.413	197.491912
5545143.469	7422004.436000001	197.655768
5545143.036	7422004.429	197.23057599999999
5545142.973999999	7422004.427999999	197.2122
5545142.943	7422004.448	197.138512
5545143.036	7422004.469	197.151716
5545143.096	7422004.549	197.06283200000001
5545143.22	7422004.571	196.968508
5545143.497	7422004.615	196.944808
5545143.93	7422004.582	196.961908
5545144.424	7422004.589	196.22891199999998
5545144.981000001	7422004.5370000005	196.07241199999999
5545145.598999999	7422004.586	195.78371199999998
5545146.247	7422004.655	195.54361999999998
5545146.863	7422004.783	195.2690636952
5545147.448	7422004.931	195.19341569520003
5545147.97	7422005.137999999	195.14030400000001
5545148.336	7422005.442000001	195.1201156952
5545148.485	7422005.822000001	195.1185236952
5545148.42	7422006.06	195.1128316952
5545148.3889999995	7422006.06	195.158752
5545148.206	7422005.937000001	195.155252
5545148.366	7422005.562000001	195.10797969520002
5545148.495	7422005.126	195.0945796952
5545148.844	7422004.5139999995	195.053008
5545149.1620000005	7422003.901000001	195.052468
5545149.4520000005	7422003.13	194.9802156952
5545149.618	7422002.336	194.9646796952
5545149.755	7422001.422	194.966644
5545149.767999999	7422000.507	194.9367556952
5545149.721	7421999.511	194.889636
5545149.424	7421998.691000001	194.8486556952
5545149.094	7421997.95	194.862552
5545148.61	7421997.286	194.891984
5545148.217	7421996.642999999	194.95333600000004
5545147.7639999995	7421995.92	194.9877636952
5545147.373	7421995.177999999	194.973576
5545146.89	7421994.455	194.8893236952
5545146.53	7421993.653	194.692452
5545146.016	7421992.89	194.638444
5545145.596	7421992.0479999995	194.61371200000002
5545145.143999999	7421991.245	194.64523169519998
5545144.786	7421990.384	194.625984
5545144.396000001	7421989.562000001	194.42702000000003
5545144.132	7421988.602999999	194.02631569520003
5545143.868	7421987.664	194.02492
5545143.727999999	7421986.627	190.54833969519999
5545143.619	7421985.65	190.3363443048
5545143.603999999	7421984.575	189.62485200000003
5545143.587	7421983.56	189.1161763048
5545143.696	7421982.447000001	188.352384
5545143.774	7421981.334	187.98630769520003
5545143.914	7421980.261	187.6591883048
5545143.993	7421979.0879999995	187.407432
5545144.101	7421977.995	186.89453969520002
5545144.181	7421976.782000001	186.4848
5545144.259	7421975.649	185.9064283048
5545144.307999999	7421974.415	185.15333600000002
5545144.107999999	7421973.318	183.6002436952
5545144.0	7421972.2020000005	182.4685486096
5545143.643999999	7421971.182	181.5045806096
5545143.443	7421970.124	181.2308126096
5545143.057	7421969.062999999	180.9377883048
5545142.7639999995	7421967.984	180.809664
5545142.532000001	7421966.906	180.78658339039998
5545142.271000001	7421965.767999999	180.73020769520002
5545142.194	7421964.652000001	180.5569716952
5545142.118	7421963.5370000005	180.369704
5545142.289	7421962.425	180.267264
5545142.459	7421961.333	180.29435139039998
5545142.754	7421960.182999999	180.3636436952
5545143.11	7421959.092999999	180.4079116952
5545143.436000001	7421957.904	180.5194396952
5545143.916	7421956.757	180.6955793904
5545144.181	7421955.546	180.9080923048
5545144.601	7421954.319	180.9709396952
5545144.927	7421953.149	180.946868
5545145.222999999	7421951.938999999	180.84660769520002
5545145.455	7421950.807999999	180.74670769519997
5545145.72	7421949.597999999	180.634168
5545145.953	7421948.467	180.1585833904
5545146.187000001	7421947.276000001	179.7355243048
5545146.266	7421946.102999999	178.742564
5545146.344	7421944.97	178.1912923048
5545146.515	7421943.7979999995	177.3135486096
5545146.404	7421942.961	176.7480436952
5545146.575	7421941.808999999	176.052436
5545146.807999999	7421940.677999999	175.6476153904
5545147.041	7421939.547	174.98434369519998
5545147.366	7421938.437000001	174.5488004192
5545147.598999999	7421937.286	173.9173644192
5545147.9860000005	7421936.197000001	173.4713032
5545148.187999999	7421935.066000001	172.8459721144
5545148.606000001	7421933.957	172.42264659039998
5545148.807999999	7421932.826	171.8353798096
5545149.164	7421931.657000001	171.4485126096
5545149.427999999	7421930.546	171.145725524
5545149.722999999	7421929.356000001	170.841464
5545149.987000001	7421928.206	170.19988460960002
5545150.19	7421927.035	169.6499
5545150.268999999	7421925.862000001	168.87050491440002
5545150.378	7421924.728999999	168.5777101336
5545150.302	7421923.552999999	168.1519741336
5545150.288	7421922.419	167.94606921919998
5545150.2129999995	7421921.223999999	167.7096741336
5545150.074	7421920.107000001	167.6018923048
5545149.937000001	7421918.951	167.581853524
5545149.86	7421917.835	167.573361524
5545149.784	7421916.719	167.523289524
5545149.738	7421915.603999999	167.52944860960002
5545149.693	7421914.469	167.5298818288
5545149.617000001	7421913.313999999	167.59504091440002
5545149.572000001	7421912.199	167.70193321920001
5545149.527000001	7421911.044	167.666
5545149.512999999	7421909.909	167.6434101336
5545149.56	7421908.775	167.65521260960003
5545149.793	7421907.643999999	167.7858206096
5545150.086	7421906.574	167.8671206096
5545150.534	7421905.525	167.93292552399998
5545151.075	7421904.498	167.9392101336
5545151.613	7421903.571	167.89339999999999
5545152.215	7421902.603999999	167.965653524
5545152.784	7421901.697000001	168.1835101336
5545153.507999999	7421900.812000001	168.3408563048
5545154.293	7421899.967999999	168.41526152400002
5545155.2	7421899.165	168.17123321920002
5545156.1389999995	7421898.342999999	167.8022049144
5545156.987000001	7421897.46	167.6631
5545157.805	7421896.457	167.8472206096
5545158.437999999	7421895.411	167.9587563048
5545159.134	7421894.307	168.11689721919998
5545159.643999999	7421893.2	168.20784860959998
5545160.217999999	7421892.0139999995	168.49744582879998
5545160.606000001	7421890.845	168.9075409144
5545161.057	7421889.597999999	169.401264
5545161.384	7421888.348999999	169.56650000000002
5545161.649	7421887.098999999	170.1299923048
5545161.791	7421885.847	170.94799721919998
5545161.777000001	7421884.6729999995	172.156261524
5545161.67	7421883.5370000005	172.916628724
5545161.438999999	7421882.419	173.7783595048
5545161.208	7421881.321	174.3802672
5545161.163	7421880.166	175.00390811440002
5545161.026000001	7421879.01	175.2727667808
5545161.197000001	7421877.857999999	175.684036
5545161.276000001	7421876.705	176.0045307808
5545161.571	7421875.535	176.4427436952
5545161.834	7421874.404	176.53297939040002
5545162.161	7421873.215	176.5761
5545162.456	7421872.025	176.5929950856
5545162.752	7421870.815	176.58784860960003
5545163.079	7421869.566000001	176.59807939040002
5545163.344	7421868.376	176.6387769144
5545163.7020000005	7421867.107999999	176.6201206096
5545163.936000001	7421865.897000001	176.4993049144
5545164.325	7421864.629	176.4481873904
5545164.436000001	7421863.397000001	176.3096307808
5545164.5770000005	7421862.185	176.3727950856
5545164.563999999	7421861.01	176.3282153904
5545164.55	7421859.856000001	176.45360319999998
5545164.566000001	7421858.7020000005	176.3665950856
5545164.645	7421857.529	176.2480206096
5545164.847999999	7421856.337	175.98180000000002
5545164.989	7421855.145	175.90105139040003
5545165.254	7421853.955	175.58604860960003
5545165.487000001	7421852.7639999995	175.1884206096
5545165.813999999	7421851.555	174.2282595048
5545166.0479999995	7421850.364	173.5544644192
5545166.375	7421849.135	172.70042072400003
5545166.578	7421847.944	172.31257980959998
5545166.904	7421846.735	171.6811032
5545166.982999999	7421845.542	171.2186818288
5545167.154	7421844.41	171.13569721919998
5545167.109	7421843.275	171.1968923048
5545167.095	7421842.16	171.40804860959997
5545166.956	7421841.044	171.30487691439998
5545166.972	7421839.989	171.1947923048
5545166.987000001	7421838.933999999	171.19539230479998
5545167.094	7421837.981000001	171.1873923048
5545167.292	7421837.107999999	171.0007716952
5545167.551	7421836.296	170.705664
5545167.932999999	7421835.545	170.341964
5545168.407000001	7421834.776000001	170.237164
5545168.882	7421834.046	170.353189524
5545169.386	7421833.337	170.4423846096
5545169.829	7421832.627	170.710361524
5545170.272999999	7421831.897000001	170.8645101336
5545170.654	7421831.206	171.0408409144
5545171.034	7421830.535	171.1975
5545171.291	7421829.862000001	171.5013972192
5545171.393999999	7421829.187000001	171.7345972192
5545171.527000001	7421828.552	172.1036721144
5545171.66	7421827.877	172.24323120000003
5545171.793	7421827.222999999	172.4107235048
5545171.958	7421826.528	172.4758850288
5545172.279	7421825.677	172.5311004192
5545172.476	7421824.884	172.5652364192
5545172.674	7421824.051	172.50072072400002
5545172.808999999	7421823.237000001	172.43895672399998
5545172.882	7421822.502	172.292420724
5545172.862000001	7421821.745	172.34179272400002
5545172.749	7421821.047	172.435128724
5545172.541	7421820.447000001	172.50368502880002
5545172.211	7421819.765	172.592328724
5545171.817000001	7421819.222	172.63745180959998
5545171.271000001	7421818.557999999	172.86785950480004
5545170.629	7421818.071	173.1659108952
5545169.985	7421817.762999999	173.59134411440002
5545169.34	7421817.494	173.8098032
5545168.725	7421817.247	173.5567748952
5545168.11	7421817.039	173.2918032
5545167.525	7421816.891	172.92260811440002
5545166.909	7421816.742000001	172.8043875048
5545166.2639999995	7421816.534	172.71111089520002
5545165.587	7421816.325	172.7268032
5545164.882	7421815.937000001	172.9411721144
5545164.082	7421815.706	173.0153158096
5545163.221	7421815.415	173.21130811440003
5545162.357000001	7421815.323	173.27331089519998
5545161.34	7421815.149	173.4163312
5545160.411	7421815.274	173.3641595048
5545159.359	7421815.339	173.168056724
5545158.459	7421815.643999999	172.9467032
5545157.527000001	7421815.949	172.6915721144
5545156.687000001	7421816.374	172.5199955048
5545155.937999999	7421816.841	172.3974721144
5545155.25	7421817.408	172.41892350479998
5545154.562000001	7421817.955	172.53360041919998
5545153.996	7421818.643999999	172.4780441144
5545153.43	7421819.312000001	172.4380875048
5545152.863	7421820.04	172.2667032
5545152.266	7421820.727999999	172.3980798096
5545151.607000001	7421821.455	172.5211032
5545150.797	7421821.8610000005	172.660420724
5545149.926	7421822.286	172.6176004192
5545147.942000001	7421822.695	172.6692312
5545148.163	7421822.38	171.2689441144
5545146.8270000005	7421822.897999999	172.3195955048
5545145.93	7421822.944	172.2810955048
5545144.973999999	7421822.811000001	172.1980032
5545143.957	7421822.676	172.1189595048
5545143.035	7421822.325	171.991192724
5545142.018999999	7421822.071	171.928320724
5545141.036	7421821.6389999995	171.91508502879998
5545140.022000001	7421821.246	171.89040319999998
5545138.977999999	7421820.772999999	171.8026381336
5545137.935	7421820.28	171.7960563048
5545136.829	7421819.866	171.7505692192
5545135.722	7421819.491	171.7286923048
5545134.521000001	7421819.195	171.66047691440002
5545133.411	7421819.0	171.65968952400002
5545132.209	7421818.802999999	171.6730206096
5545131.065	7421818.826	171.690361524
5545129.9229999995	7421818.77	171.703161524
5545128.655	7421818.831	171.67177413360002
5545127.511	7421818.914	171.64819721920003
5545126.245	7421818.835	171.6110692192
5545125.098999999	7421818.977999999	171.5645049144
5545123.925	7421819.001	171.52637413360003
5545122.748	7421819.163	171.5058332192
5545121.726	7421819.3270000005	171.5126846096
5545120.672	7421819.57	171.5178818288
5545119.679	7421819.874	171.51577691440002
5545118.686000001	7421820.158	171.5261283048
