X,Y,H
5545214.8546,7421990.7619,188.9170206096
5545214.1681,7421991.629,188.97492060960002
5545213.5126,7421992.463,189.08375569519998
5545212.9239,7421993.3952,189.1235603048
5545212.2956,7421994.2956,189.24438
5545211.7654,7421995.2348,189.37145569519998
5545211.1229,7421996.1706,189.415116
5545210.5884,7421997.0958,189.53989230480002
5545209.9844,7421998.073,189.593304
5545209.3995,7421999.0098,189.65302369519998
5545208.8443,7421999.9859,189.747568
5545208.1803,7422000.8844,189.80432000000002
5545207.6221,7422001.8352,189.858932
5545206.9453,7422002.7714,189.9101
5545206.3285,7422003.6228,189.9881603048
5545205.6355,7422004.5721,189.9678556952
5545204.875,7422005.3951,189.4772876952
5545204.1407,7422006.3262,188.2554883048
5545203.3142,7422007.1896,187.005864
5545202.5916,7422008.07,187.009816
5545201.8365,7422009.0147,186.6114126096
5545201.1633,7422009.8992,186.6639436952
5545200.3145,7422010.8016,186.6095923048
5545199.539,7422011.6076,186.7576283048
5545198.6445,7422012.4856,186.98215199999999
5545197.7793,7422013.2616,187.3180123048
5545196.957,7422014.1414,187.2679243048
5545196.092,7422014.9658,187.298016
5545195.3662,7422015.8443,187.1623043048
5545194.5321,7422016.7167,186.4847486096
5545193.8112,7422017.5781,186.26762060960002
5545193.0644,7422018.499,185.49398460959998
5545192.3265,7422019.3644,184.5373806096
5545191.6967,7422020.3091,183.97809600000002
5545190.9513,7422021.1686,183.7025806096
5545190.2865,7422021.981,183.7255603048
5545189.5714,7422022.8154,183.66813199999999
5545188.8986,7422023.6284,184.0125076952
5545188.3518,7422024.5285,184.1827486096
5545187.7682,7422025.4866,184.5086436952
5545187.2325,7422026.387,184.5619126096
5545186.6835,7422027.4496,184.0856603048
5545186.147,7422028.3958,183.3494206096
5545185.6023,7422029.4411,182.752196
5545184.9787,7422030.3659,182.15068830479998
5545184.409,7422031.2879,181.1882716952
5545183.7275,7422032.1122,180.38918460960002
5545183.1042,7422032.8789,180.0478076952
5545182.5003,7422033.5994,179.6728243048
5545181.87,7422034.2723,179.72279600000002
5545181.2683,7422034.9047,177.61817169520003
5545180.6938,7422035.5049,175.4633950856
5545180.1591,7422036.1171,174.86267939040002
5545179.6499,7422036.773,174.9553793904
5545179.1593,7422037.392,174.99552830480002
5545178.6587,7422037.9585,175.05754860960002
5545178.1494,7422038.4794,174.9488076952
5545177.6497,7422038.9773,174.91793078080002
5545177.1722,7422039.4615,174.7486076952
5545176.715,7422039.9209,174.7201206096
5545176.2808,7422040.3583,174.6661563048
5545175.8644,7422040.7989,174.5854667808
5545175.4606,7422041.2184,174.4784846096
5545175.0705,7422041.6254,174.3850409144
5545174.696,7422042.0213,174.25212308559998
5545174.3328,7422042.4096,174.19330491440002
5545173.9849,7422042.7827,174.0554846096
5545173.6449,7422043.1451,173.9740793904
5545173.311,7422043.4989,173.7940049144
5545173.0066,7422043.8446,173.67954411440002
5545172.6984,7422044.1741,173.6660955048
5545172.404,7422044.4989,173.41925180959998
5545172.1199,7422044.8174,173.24926441920002
5545171.8365,7422045.1214,173.3327388952
5545171.5637,7422045.4214,173.29705950480002
5545171.2994,7422045.7108,173.0456108952
5545171.0463,7422045.9894,173.08178502880003
5545170.7969,7422046.2642,173.069028724
5545170.555,7422046.5385,173.18930319999998
5545170.3224,7422046.8022,173.2789672
5545170.0924,7422047.0597,173.2669595048
5545169.8475,7422047.2974,173.3149721144
5545169.627,7422047.577,173.35730811439998
5545169.3873,7422047.8692,173.3303312
5545169.1695,7422048.1503,173.4168312
5545168.9401,7422048.4378,173.4367312
