X,Y,H
5545089.6138,7421813.893999999,195.01404800000003
5545090.4581,7421813.3693,195.005216
5545091.3345,7421813.0544,195.01695600000002
5545092.2098,7421812.649,195.023292
5545093.1133,7421812.3017,195.02930400000002
5545093.9881,7421812.0435,195.034144
5545094.9061,7421811.7274,194.98631600000002
5545095.7716,7421811.6237,195.02381200000002
5545096.6766,7421811.3922,195.042984
5545097.5467,7421811.3542,195.055244
5545098.3804,7421811.2922,195.02405199999998
5545099.228999999,7421811.3835,195.04494
5545100.0098,7421811.4562,195.00721199999998
5545100.8137,7421811.6173,194.989224
5545101.623,7421811.7178,195.0317
5545102.4278,7421811.9537,195.02854399999998
5545103.249,7421812.1781,195.008972
5545104.071,7421812.3234,194.95410400000003
5545104.9251,7421812.5778,194.95266
5545105.7567,7421812.7329,194.998276
5545106.6389999995,7421812.9335,195.0195
5545107.4831,7421813.1299,195.042284
5545108.3684,7421813.3348,195.01115199999998
5545109.2295,7421813.5648,195.080876
5545110.1126,7421813.7467,195.14088800000002
5545110.9859,7421813.9568,195.15677200000002
5545111.8472,7421814.1411,195.15652400000002
5545112.717999999,7421814.405,195.12203599999998
5545113.5769,7421814.6311,195.112344
5545114.4987,7421814.8625,195.172716
5545115.3773,7421815.0614,195.15866400000002
5545116.2979999995,7421815.2384,195.08629200000001
5545117.1488,7421815.3384,195.1158
5545118.0032,7421815.4301,195.09964
5545118.767000001,7421815.3411,195.13634000000002
5545119.4953,7421815.2825,195.088712
5545120.2339,7421815.1413,195.022452
5545120.8989,7421814.9219,194.966284
5545121.6562,7421814.7536,194.88504
5545122.3464,7421814.4491,194.780108
5545123.0672,7421814.2087,194.688668
5545123.8083,7421813.8715,194.61516400000002
5545124.4860000005,7421813.5389,194.60487999999998
5545125.2328,7421813.2032,194.50993599999998
5545125.9527,7421812.8137,194.34780800000001
5545126.6471,7421812.4303,194.01805199999998
5545127.37,7421812.006,193.7818236952
5545128.0277,7421811.5879,193.523468
5545128.7535,7421811.1454,193.27320400000002
5545129.4065,7421810.6984,192.887484
5545130.0962,7421810.2238,192.68662799999998
5545130.782000001,7421809.7419,192.42654399999998
5545131.4451,7421809.247,192.0708156952
5545132.1375,7421808.7093,191.74276400000002
5545132.7992,7421808.1684,191.527164
5545133.5226,7421807.6253,191.31918769520001
5545134.2078,7421807.074,191.15242369519999
5545134.9446,7421806.5667,191.028996
5545135.6709,7421806.0603,190.82010400000001
5545136.3956,7421805.6543,190.524848
5545137.1531,7421805.2294,190.22476030480001
5545137.9228,7421804.8732,190.03379230480002
5545138.6946,7421804.6305,189.77615200000002
5545139.5103,7421804.2893,189.651048
5545140.2863,7421804.1747,189.47348399999998
5545141.0409,7421804.1099,189.138064
5545141.8031,7421804.0434,189.016548
5545142.4415,7421804.1724,188.957164
5545143.2093,7421804.1316,188.972348
5545143.9304,7421804.2042,188.97873600000003
5545152.4399,7421808.7079,189.89394430480002
5545154.5696,7421812.7326,190.2874236952
5545154.9286,7421813.3328,190.0142083048
5545155.0701,7421814.1891,190.00868
5545155.3025,7421814.9368,190.04233599999998
5545155.4813,7421815.8749,190.15618
5545155.502,7421816.9486,190.6693763048
5545155.8112,7421817.77,190.7200556952
5545156.2643,7421818.426,190.6831923048
5545156.7519,7421819.0945,190.6647603048
5545157.3467,7421819.6756,190.60794430480001
5545158.0367,7421819.9886,190.5184763048
5545158.7762,7421820.4516,190.481748
5545159.4542,7421820.6543,190.54053600000003
5545160.2458,7421820.9281,190.5922556952
5545161.0361,7421821.0545,190.6488876952
5545161.7677,7421821.0431,190.717884
5545162.4025,7421820.9478,190.830304
5545163.0247,7421820.7127,190.9219923048
5545163.6264,7421820.5213,191.0261236952
5545164.251,7421820.1226,191.1016283048
5545164.8783,7421819.8223,191.18318399999998
5545165.5861,7421819.4149,191.08382
5545166.2963,7421819.2004,191.0507556952
5545167.0552,7421819.0046,191.0145283048
5545167.7661,7421819.0594,190.99026030480002
5545168.416,7421819.1583,190.849984
5545169.0946,7421819.3973,190.74500830480002
5545169.6685,7421819.7076,190.6959083048
5545170.279,7421820.0085,190.6108
5545170.8486,7421820.4181,190.64263599999998
5545171.413,7421820.789,190.6049236952
5545171.9904,7421821.2542,190.58571999999998
5545172.5359,7421821.6523,190.5625923048
5545173.0477,7421822.1169,190.57238
5545173.5238,7421822.6394,190.6056236952
5545174.0025,7421823.0818,190.5860443048
5545174.4737,7421823.6454,190.5936283048
5545174.9231,7421824.1481,190.62232
5545175.3947,7421824.6926,190.7496283048
5545175.7979,7421825.2584,190.8601556952
5545176.1758,7421825.7622,190.796696
5545176.6163,7421826.2892,190.7407716952
5545176.9618,7421826.7994,190.725752
5545177.2518,7421827.3169,190.6482763048
5545177.6073,7421827.899,190.62276400000002
5545177.7797,7421828.4283,190.52016799999998
5545177.872,7421828.9896,190.24304800000002
5545177.9586,7421829.504,189.8358716952
5545177.7557,7421829.9125,189.5279556952
5545177.6164,7421830.3582,189.2107396952
5545177.2357,7421830.6931,188.88908
5545176.8565,7421831.0446,188.537752
5545176.3699,7421831.3878,188.3220603048
5545175.778,7421831.7318,187.89743600000003
5545175.3556,7421832.1047,187.588952
5545174.719,7421832.4949,187.1903563048
5545174.2454,7421832.8676,186.7636243048
5545173.8062,7421833.2818,186.2760436952
5545173.2811,7421833.7318,185.94716400000001
5545172.8906,7421834.1431,185.5683166096
5545172.4253,7421834.6844,185.2056486096
5545172.1784,7421835.1382,184.70488460960001
5545172.0154,7421835.6247,184.4253126096
5545171.8087,7421836.2148,184.04781260960002
5545171.8719,7421836.661,183.3885923048
5545171.8918,7421837.2269,182.90851660959999
5545172.0167,7421837.7586,182.56903599999998
5545172.217,7421838.2587,182.2182283048
5545172.3857,7421838.9074,181.8256883048
5545172.7219,7421839.3871,181.4794076952
5545172.9731,7421839.9847,180.9554
5545173.3366,7421840.5682,180.5605603048
5545173.7189,7421841.0392,180.05122830480002
5545174.1178,7421841.6151,179.736796
5545174.5994,7421842.0243,179.36804369520002
5545175.0896,7421842.4962,179.0646923048
5545175.6384,7421842.9778,178.86997169519998
5545176.1516,7421843.3999,178.6104473904
5545176.7089,7421843.9107,178.3967206096
5545177.2692,7421844.3412,178.2833563048
5545177.8659,7421844.7802,178.1700756952
5545178.5001,7421845.1831,178.06435139040002
5545179.1338,7421845.5007,178.0147883048
5545179.8278,7421845.8849,177.9292436952
5545180.5064,7421846.0788,177.8205473904
5545181.1359,7421846.0813,177.83130400000002
5545181.6828,7421845.8967,177.9489756952
5545182.1286,7421845.5355,178.0739396952
5545182.5764,7421845.021000001,177.69293199999998
5545183.0551,7421844.4172,176.895964
5545183.6512,7421843.775,175.66465630480002
5545184.3049,7421843.1636,174.9787126096
5545184.9597,7421842.6753,173.4212409144
5545185.617000001,7421842.4316,172.16423120000002
5545186.1487,7421842.2592,171.6236798096
5545186.7824,7421842.1766,170.65440811439998
5545187.2351,7421842.2722,169.73261013360002
5545187.7405,7421842.3631,169.3983178288
5545188.1616,7421842.6181,168.9290741336
5545188.5844,7421842.8393,168.6016923048
5545189.0374,7421843.1834,167.992764
5545189.4333,7421843.5203,167.45099721920002
5545189.8293,7421843.8927,167.135761524
5545190.1812,7421844.3573,166.84449999999998
5545190.5422,7421844.7769,166.8271178288
5545190.7927,7421845.3336,166.8563049144
5545191.0745,7421845.8625,166.9942126096
5545191.2482,7421846.4365,167.17767691440002
5545191.4022,7421847.0861,167.2708206096
5545191.5065,7421847.6708,167.48892830480003
5545191.4614,7421848.353999999,167.6156972192
5545191.4888,7421849.031,167.6295818288
5545191.2752,7421849.6435,167.5859101336
5545191.1036,7421850.3313,167.4812818288
5545190.8642,7421850.9387,167.4125769144
5545190.5243,7421851.5566,167.2398846096
5545190.2966,7421852.1995,167.1042846096
5545189.8501,7421852.788,167.0205846096
5545189.511,7421853.4312,166.9416332192
5545189.0602,7421854.0072,166.8998049144
5545188.6569,7421854.649,166.891161524
5545188.2369,7421855.2473,166.8571409144
5545187.834,7421855.8368,166.7902332192
5545187.4011,7421856.4523,166.77550491440002
5545186.9601,7421856.9862,166.7009458288
5545186.5709,7421857.544,166.658564
5545186.1608,7421858.0822,166.67296400000004
5545185.7315,7421858.616,166.659461524
5545185.3068,7421859.1685,166.704453524
5545184.7898,7421859.6687,166.6914
5545184.3046,7421860.1891,166.6951972192
5545183.7905,7421860.6676,166.7010381336
5545183.2549,7421861.2036,166.7173769144
5545182.7492,7421861.7257,166.7640563048
5545182.2209,7421862.2442,166.7958846096
5545181.722,7421862.8194,166.79907691440002
5545181.2088,7421863.3601,166.80337413360002
5545180.6228,7421863.9383,166.7926381336
5545180.0432,7421864.4834,166.7532
5545179.4618,7421865.0742,166.735125524
5545178.7975,7421865.6494,166.68904860959998
5545178.2076,7421866.2182,166.6995563048
5545177.5038,7421866.8186,166.665364
5545176.8232,7421867.3711,166.67915630480002
5545176.07,7421867.9691,166.6843
5545175.3391,7421868.5294,166.708589524
5545174.5307,7421869.1095,166.7142818288
5545173.7763,7421869.7165,166.7154283048
5545172.9837,7421870.3081,166.70637691439998
5545172.2468,7421870.9571,166.71483813359998
5545171.5652,7421871.5684,166.7107381336
5545170.8448,7421872.2441,166.71187413360002
5545170.2303,7421872.9185,166.757453524
5545169.6431,7421873.6216,166.7747923048
5545169.1703,7421874.3653,166.8353178288
5545168.6918,7421875.1089,166.837464
5545168.3113,7421875.938999999,166.82142060959998
5545168.0187,7421876.6965,166.786953524
5545167.7521,7421877.5216,166.7163381336
5545167.6482,7421878.2581,166.70474860960002
5545167.4944,7421879.0622,166.6826178288
5545167.5226,7421879.8365,166.68011260960003
5545167.4518,7421880.6377,166.707853524
5545167.501,7421881.4785,166.73907691440002
5545167.5296,7421882.2793,166.8164332192
5545167.5959,7421883.1575,166.8258126096
5545167.7106,7421883.9597,166.95568182879998
5545167.7897,7421884.8383,167.0646049144
5545168.0076,7421885.6336,167.1389101336
5545168.1228,7421886.4636,167.28497413359997
5545168.3917,7421887.2591,167.3882409144
5545168.6132,7421888.0423,167.44760491440002
5545168.8489,7421888.8658,167.5879206096
5545169.1363,7421889.6314,167.69314582880003
5545169.3746,7421890.4528,167.75835352400003
5545169.7313,7421891.1993,167.8926692192
5545169.995,7421892.045,168.00128952400001
5545170.4244,7421892.7682,168.0591049144
5545170.6919,7421893.615,168.1722818288
5545171.1015,7421894.357000001,168.2922972192
5545171.4237,7421895.1854,168.353461524
5545171.8213,7421895.9545,168.4484563048
5545172.2679,7421896.7184,168.5124563048
5545172.6477,7421897.4749,168.5388923048
5545173.1359,7421898.193,168.5537409144
5545173.4737,7421898.9823,168.5296101336
5545173.9755,7421899.6776,168.5207178288
5545174.3929,7421900.4341,168.50342830480002
5545174.8594,7421901.1616,168.4802818288
5545175.2809,7421901.9654,168.4838818288
5545175.7044,7421902.7146,168.4885332192
5545176.1429,7421903.5537,168.51332552399998
5545176.5697,7421904.3186,168.50902830479998
5545176.9543,7421905.1751,168.4853381336
5545177.348999999,7421905.9725,168.47140000000002
5545177.6706,7421906.8306,168.43336399999998
5545178.0656,7421907.6643,168.4510101336
5545178.2639999995,7421908.5218,168.462253524
5545178.5879999995,7421909.396000001,168.47249721920002
5545178.714,7421910.2563,168.489489524
5545178.9806,7421911.1636,168.46249999999998
5545179.1016,7421912.0488,168.41032830479998
5545179.1924,7421912.9439,168.29601013360002
5545179.3242,7421913.8783,168.1215178288
5545179.302999999,7421914.7454,168.0197381336
5545179.3527,7421915.6598,167.8038381336
5545179.2838,7421916.4971,167.604164
5545179.2017,7421917.3358,167.518364
5545178.9116,7421918.1362,167.4223818288
5545178.5828,7421918.8596,167.3864563048
5545178.1371,7421919.5776,167.383161524
5545177.6742,7421920.2927,167.3519818288
5545177.1628,7421921.0092,167.312061524
5545176.642000001,7421921.7166,167.2791769144
5545176.1109,7421922.4265,167.24129721920002
5545175.6427,7421923.2334,167.24594582880002
5545175.1169,7421923.9865,167.2581381336
5545174.708,7421924.8189,167.28896400000002
5545174.2328,7421925.6223,167.339089524
5545173.8577,7421926.4421,167.3510818288
5545173.4843,7421927.3304,167.39479999999998
5545173.1694,7421928.1716,167.47250000000003
5545172.7927,7421929.0581,167.52157413359998
5545172.4693,7421929.9033,167.6209101336
5545171.9973,7421930.7604,167.69385352400002
5545171.6197,7421931.6056,167.7385283048
5545171.0892,7421932.436000001,167.85385352400002
5545170.6998,7421933.3168,167.9738332192
5545170.1621,7421934.1167,168.0631692192
5545169.7684,7421935.0059,168.316461524
5545169.1874,7421935.7651,168.544261524
5545168.7228,7421936.6326,168.6598409144
5545168.0639,7421937.3754,168.827589524
5545167.4543,7421938.1363,169.0108846096
5545166.6875,7421938.8552,169.0678972192
5545165.9846,7421939.5445,169.1864332192
5545165.1866,7421940.2453,169.2135
5545164.476,7421940.9073,169.2288409144
5545163.6381,7421941.6182,169.2286923048
5545162.9412,7421942.3232,169.21551260959998
5545162.1709,7421943.1249,169.19217413360002
5545161.6529,7421943.954,169.1724923048
5545161.0375,7421944.8575,169.1450486096
5545160.7315,7421945.7278,169.1508
5545160.3486,7421946.6701,169.16299230479999
5545160.2622,7421947.5679,169.1926206096
5545160.1431,7421948.4663,169.19642060959998
5545160.1828,7421949.353999999,169.1696846096
5545160.3068,7421950.1722,169.14151013359998
5545160.4106,7421951.0575,169.10322830479998
5545160.6765,7421951.8032,169.0472741336
5545160.8192,7421952.6754,168.9574818288
5545161.1926,7421953.3042,168.8950692192
5545161.4551,7421954.1036,168.7500178288
5545161.7702,7421954.8287,168.54364860959998
5545162.1296,7421955.5697,168.4123818288
5545162.4735,7421956.3697,168.106589524
5545162.9611,7421956.9698,167.6971486096
5545163.4541,7421957.6042,167.4919846096
5545164.0155,7421958.1304,167.12147413359997
5545164.6519,7421958.5971,166.8769409144
5545165.2067,7421958.8857,166.7893972192
5545165.7246,7421958.8808,166.763264
5545166.3293,7421958.7481,166.8228818288
5545166.9491,7421958.6996,166.8570126096
5545167.7477,7421958.614,166.8921818288
5545168.5126,7421958.7897,166.9872741336
5545169.2573,7421959.1316,167.0103486096
5545169.9676,7421959.6497,167.1637049144
5545170.5375,7421960.2643,167.3420332192
5545171.132,7421961.0168,167.4593563048
5545171.5269,7421961.7684,167.66262830480002
5545172.0053,7421962.6186,167.85434860959998
5545172.3456,7421963.4678,167.933353524
